ArtigoID;Result
ART_004;ok (match_rate=1.00)
ART_009;ok (match_rate=1.00)
ART_011;ok (match_rate=1.00)
ART_014;ok (match_rate=1.00)
ART_016;ok (match_rate=1.00)
ART_017;ok (match_rate=1.00)
ART_021;ok (match_rate=1.00)
ART_022;ok (match_rate=1.00)
ART_024;ok (match_rate=1.00)
ART_025;ok (match_rate=1.00)
ART_028;ok (match_rate=1.00)
ART_032;ok (match_rate=1.00)
ART_034;ok (match_rate=1.00)
ART_038;ok (match_rate=1.00)
